model,Age,price,transmission,mileage,fuelType,tax,mpg,engineSize
 X5,3,34650,Automatic,15245,Diesel,150,47.1,3
 3 Series,2,27750,Automatic,4879,Petrol,150,41.5,2
 3 Series,6,14250,Automatic,40528,Diesel,30,62.8,2
 5 Series,4,22350,Automatic,30141,Diesel,145,60.1,2
 2 Series,4,15250,Automatic,13311,Petrol,145,61.4,2
 X1,2,24950,Automatic,7542,Diesel,145,60.1,2
 4 Series,2,23250,Automatic,10847,Diesel,145,65.7,2
 X1,2,24950,Automatic,9412,Diesel,145,60.1,2
 4 Series,2,23350,Automatic,9564,Diesel,145,65.7,2
 X1,2,24950,Automatic,7032,Diesel,145,60.1,2
 X2,2,26750,Automatic,2077,Diesel,150,58.9,2
 X3,6,18950,Automatic,15131,Diesel,150,54.3,2
 3 Series,5,14950,Automatic,49967,Diesel,30,62.8,2
 X1,2,24950,Automatic,5217,Diesel,145,60.1,2
 1 Series,3,16139,Manual,5531,Petrol,145,37.2,1.5
 3 Series,5,15300,Automatic,46626,Hybrid,0,134.5,2
 5 Series,2,22900,Automatic,12568,Petrol,145,47.9,2
 2 Series,4,15950,Automatic,39758,Diesel,145,62.8,2
 5 Series,2,36250,Automatic,8062,Diesel,145,51.4,3
 1 Series,4,13450,Automatic,35835,Diesel,150,70.6,2
 1 Series,2,23450,Automatic,12725,Petrol,145,39.8,3
 X5,5,30850,Automatic,44316,Hybrid,0,85.6,2
 2 Series,2,18350,Manual,16606,Petrol,150,52.3,1.5
 Z4,8,13700,Automatic,35554,Petrol,205,41.5,2
 2 Series,4,16512,Automatic,21284,Petrol,145,48.7,2
 4 Series,3,19495,Manual,7621,Diesel,150,62.8,2
 3 Series,3,17488,Manual,29384,Petrol,145,47.9,2
 1 Series,2,23499,Automatic,9112,Petrol,145,39.8,3
 3 Series,7,11205,Manual,47735,Petrol,160,44.8,2
 1 Series,5,10989,Manual,31319,Diesel,20,72.4,1.5
 5 Series,8,11899,Automatic,38705,Diesel,125,60.1,2
 X1,5,14999,Manual,26436,Diesel,20,68.9,2
 3 Series,4,17541,Automatic,24536,Petrol,145,48.7,2
 X1,9,5994,Manual,130000,Diesel,160,51.4,2
 X1,2,24950,Automatic,9469,Diesel,145,60.1,2
 X1,2,24800,Automatic,10577,Diesel,145,60.1,2
 4 Series,4,22995,Automatic,29989,Diesel,150,49.6,3
 X5,6,21990,Automatic,94643,Diesel,205,47.1,3
 1 Series,7,5490,Manual,131347,Diesel,0,74.3,1.6
 3 Series,4,17490,Manual,23828,Diesel,145,64.2,2
 1 Series,5,8788,Manual,81750,Diesel,20,72.4,1.5
 3 Series,4,14495,Automatic,23123,Petrol,145,54.3,1.5
 3 Series,17,2888,Manual,133175,Petrol,300,36.2,2
 X3,9,8799,Automatic,98123,Diesel,160,50.4,2
 1 Series,6,10490,Manual,21563,Petrol,150,50.4,1.6
 1 Series,4,11991,Automatic,108000,Petrol,150,47.9,2
 X1,9,5994,Manual,130000,Diesel,165,51.4,2
 1 Series,5,8393,Manual,82000,Diesel,0,83.1,1.5
 3 Series,10,3493,Manual,190000,Diesel,20,68.9,2
 1 Series,6,9991,Automatic,94000,Diesel,30,62.8,2
 2 Series,3,13895,Manual,49631,Diesel,145,64.2,2
 3 Series,6,17450,Automatic,45000,Diesel,160,51.4,3
 X1,2,24800,Automatic,10576,Diesel,145,60.1,2
 X1,2,24950,Automatic,9849,Diesel,145,60.1,2
 X1,2,24950,Automatic,9564,Diesel,145,60.1,2
 4 Series,2,23250,Automatic,10324,Diesel,145,65.7,2
 4 Series,8,13499,Automatic,32247,Petrol,160,44.8,2
 6 Series,7,17000,Automatic,64674,Diesel,160,49.6,3
 4 Series,6,19995,Automatic,36710,Petrol,265,37.2,3
 3 Series,13,6985,Automatic,98630,Petrol,240,39.2,3
 2 Series,1,28950,Manual,1688,Petrol,145,43.5,1.5
 2 Series,1,35950,Automatic,4597,Petrol,145,36.2,2
 3 Series,2,40000,Automatic,9991,Diesel,150,43.5,3
 4 Series,5,16150,Automatic,46545,Diesel,30,65.7,2
 3 Series,3,18199,Manual,13503,Diesel,145,64.2,2
 3 Series,5,12999,Manual,52224,Diesel,125,62.8,2
 3 Series,5,17532,Automatic,36157,Hybrid,0,134.5,2
 1 Series,7,14450,Automatic,59198,Petrol,235,37.7,3
 X5,4,29450,Automatic,35032,Diesel,145,47.1,3
 4 Series,2,23350,Automatic,9189,Diesel,145,65.7,2
 X1,5,19499,Automatic,21822,Diesel,125,60.1,2
 1 Series,5,10499,Manual,40428,Diesel,0,78.5,1.5
 1 Series,7,10999,Manual,47208,Diesel,30,62.8,2
 3 Series,5,11299,Manual,54788,Diesel,20,68.9,2
 3 Series,4,14999,Automatic,78446,Hybrid,0,134.5,2
 X1,5,17499,Automatic,45234,Diesel,125,60.1,2
 3 Series,5,16899,Automatic,72974,Diesel,160,51.4,3
 6 Series,5,19999,Automatic,41963,Diesel,160,51.4,3
 1 Series,6,8999,Manual,58918,Diesel,0,83.1,1.5
 1 Series,5,10699,Manual,35845,Diesel,0,83.1,1.5
 5 Series,7,12899,Automatic,85547,Diesel,160,51.4,3
 3 Series,5,10499,Manual,68738,Diesel,20,68.9,2
 1 Series,6,9399,Manual,84179,Diesel,30,65.7,2
 5 Series,5,15999,Automatic,28084,Diesel,30,62.8,2
 2 Series,3,13299,Manual,45166,Diesel,145,65.7,2
 X5,5,23699,Automatic,74765,Hybrid,0,85.6,2
 2 Series,5,21499,Automatic,17173,Petrol,200,39.8,3
 1 Series,4,11349,Manual,33215,Diesel,0,78.5,1.5
 2 Series,4,21499,Automatic,19502,Petrol,145,39.8,3
 3 Series,5,14399,Manual,34278,Diesel,30,64.2,2
 3 Series,2,24850,Automatic,10633,Petrol,145,42.2,2
 3 Series,5,19399,Automatic,22317,Hybrid,0,134.5,2
 2 Series,5,17299,Automatic,27519,Petrol,160,44.1,2
 2 Series,5,13675,Automatic,36792,Petrol,125,51.4,1.5
 X3,5,18675,Automatic,65392,Diesel,200,47.9,3
 2 Series,4,16499,Automatic,12301,Petrol,145,51.4,1.5
 3 Series,5,17980,Automatic,48947,Hybrid,0,134.5,2
 X3,6,14999,Automatic,85938,Diesel,145,54.3,2
 4 Series,7,12499,Automatic,80450,Diesel,145,56.5,2
 4 Series,5,15499,Automatic,78792,Diesel,30,65.7,2
 3 Series,8,9999,Automatic,86364,Diesel,145,55.4,3
 6 Series,8,15499,Automatic,58024,Diesel,160,51.4,3
 3 Series,8,12799,Automatic,29500,Diesel,30,62.8,2
 1 Series,5,13089,Automatic,29657,Diesel,20,67.3,2
 X1,3,16999,Automatic,35077,Diesel,145,65.7,2
 1 Series,5,18999,Automatic,19908,Petrol,235,37.7,3
 X1,4,17299,Automatic,9799,Diesel,30,65.7,2
 5 Series,5,10117,Manual,94419,Diesel,30,65.7,2
 4 Series,4,14899,Manual,42560,Diesel,30,62.8,2
 1 Series,8,9899,Manual,56370,Petrol,145,50.4,1.6
 i3,4,18999,Automatic,20321,Electric,135,470.8,0
 X1,5,20295,Automatic,16917,Diesel,145,55.4,2
 5 Series,4,22119,Automatic,25399,Diesel,145,65.7,2
 1 Series,7,8149,Manual,69190,Diesel,30,65.7,1.6
 1 Series,4,14011,Manual,22677,Diesel,145,65.7,2
 1 Series,5,13235,Automatic,54013,Diesel,30,62.8,2
 5 Series,8,11850,Automatic,65359,Diesel,125,57.6,2
 3 Series,6,10999,Manual,39245,Diesel,20,68.9,2
 3 Series,4,10875,Automatic,95521,Diesel,145,70.6,2
 X1,7,10999,Automatic,45740,Diesel,160,52.3,2
 3 Series,6,13399,Manual,40219,Diesel,125,61.4,2
 2 Series,4,13499,Manual,44011,Petrol,125,50.4,1.5
 2 Series,5,11499,Manual,37537,Petrol,125,52.3,1.5
 3 Series,6,13699,Automatic,85188,Diesel,145,53.3,3
 1 Series,5,13499,Manual,29690,Petrol,125,52.3,1.5
 1 Series,5,8454,Manual,76241,Diesel,0,83.1,1.5
 1 Series,3,15899,Manual,25791,Petrol,145,52.3,1.5
 1 Series,5,11399,Manual,24820,Diesel,0,78.5,1.5
 3 Series,5,10999,Automatic,79248,Diesel,0,74.3,2
 1 Series,5,9999,Manual,50232,Diesel,0,83.1,1.5
 X1,5,13099,Manual,56046,Diesel,20,68.9,2
 2 Series,5,11999,Manual,56953,Diesel,30,64.2,2
 X5,6,21250,Automatic,78902,Diesel,160,50.4,2
 5 Series,4,22499,Automatic,13022,Diesel,145,60.1,3
 3 Series,10,6500,Manual,70418,Petrol,160,44.8,2
 i3,5,18999,Automatic,9990,Electric,0,470.8,0
 3 Series,5,13199,Manual,42170,Diesel,30,67.3,2
 2 Series,4,18299,Automatic,22502,Diesel,145,55.4,2
 1 Series,5,13580,Manual,36994,Petrol,125,52.3,1.5
 1 Series,5,11299,Manual,29374,Petrol,125,53.3,1.5
 1 Series,5,14499,Manual,13388,Petrol,125,52.3,1.5
 1 Series,5,12869,Manual,23954,Petrol,125,52.3,1.5
 3 Series,5,18899,Automatic,19300,Diesel,160,51.4,3
 2 Series,5,10799,Manual,53653,Diesel,30,65.7,2
 2 Series,5,11699,Manual,29719,Diesel,0,74.3,1.5
 3 Series,7,8999,Manual,70968,Diesel,20,68.9,2
 4 Series,5,15500,Automatic,67429,Petrol,145,48.7,2
 3 Series,5,14887,Automatic,45716,Hybrid,0,134.5,2
 4 Series,5,13899,Automatic,34990,Diesel,30,65.7,2
 1 Series,9,9440,Automatic,48220,Diesel,30,62.8,2
 1 Series,6,9799,Manual,49096,Diesel,20,68.9,2
 X1,8,9499,Manual,45750,Diesel,160,51.4,2
 3 Series,5,17106,Automatic,22019,Hybrid,0,148.7,2
 1 Series,5,11759,Manual,55987,Diesel,20,70.6,1.5
 4 Series,6,15999,Automatic,32558,Diesel,145,55.4,3
 3 Series,3,17799,Automatic,18506,Diesel,145,64.2,2
 2 Series,6,12449,Manual,23195,Diesel,20,74.3,1.5
 3 Series,5,9449,Manual,97758,Diesel,20,72.4,2
 X1,5,16995,Automatic,44016,Diesel,150,55.4,2
 X1,6,7492,Manual,104000,Diesel,30,62.8,2
 X3,6,11793,Automatic,113000,Diesel,145,54.3,2
 X3,6,10991,Automatic,130000,Diesel,145,54.3,2
 1 Series,7,5993,Manual,113000,Diesel,0,74.3,1.6
 4 Series,4,21499,Automatic,16389,Diesel,145,51.4,3
 X5,6,26500,Automatic,31885,Diesel,160,52.3,2
 3 Series,5,13795,Automatic,57851,Diesel,30,64.2,2
 2 Series,6,10706,Manual,27562,Diesel,20,68.9,2
 5 Series,4,16610,Automatic,43316,Diesel,30,65.7,2
 4 Series,5,14999,Automatic,48891,Diesel,30,62.8,2
 1 Series,2,15989,Automatic,11153,Petrol,145,55.5,1.5
 4 Series,4,19352,Automatic,36220,Diesel,145,65.7,2
 X5,3,36000,Automatic,33000,Diesel,150,47.1,3
 4 Series,3,20000,Automatic,35042,Diesel,145,65.7,2
 1 Series,2,19000,Automatic,14759,Diesel,150,67.3,2
 3 Series,3,21000,Automatic,15871,Diesel,150,64.2,2
 X3,4,28399,Automatic,13955,Diesel,145,47.9,3
 3 Series,12,4495,Manual,138026,Petrol,205,42.8,2
 2 Series,5,13790,Manual,27255,Petrol,125,50.4,1.5
 1 Series,5,9749,Manual,57277,Diesel,0,78.5,1.5
 3 Series,6,9210,Automatic,98503,Diesel,30,65.7,2
 1 Series,5,9699,Manual,52811,Diesel,0,83.1,1.5
 2 Series,4,19559,Automatic,10131,Diesel,145,60.1,2
 3 Series,3,19988,Manual,10877,Petrol,150,47.9,2
 X3,6,22666,Automatic,32988,Diesel,205,47.1,3
 X5,5,32499,Automatic,27851,Diesel,205,47.1,3
 X6,6,29889,Automatic,31100,Diesel,205,44.8,3
 4 Series,3,27989,Automatic,10077,Petrol,150,39.2,3
 2 Series,6,13000,Automatic,38500,Diesel,20,68.9,2
 X1,4,16888,Automatic,30687,Diesel,30,65.7,2
 1 Series,4,15000,Automatic,46222,Petrol,145,47.9,2
 X5,4,32000,Automatic,41567,Diesel,200,47.1,3
 X4,5,26000,Automatic,27580,Diesel,205,47.9,3
 3 Series,9,13900,Automatic,52000,Petrol,205,43.5,2
 3 Series,2,34000,Automatic,4000,Diesel,150,47.9,3
 1 Series,6,9700,Manual,48258,Diesel,30,65.7,2
 1 Series,2,23000,Manual,5121,Petrol,145,44.1,1.5
 X2,2,28000,Automatic,4773,Diesel,145,58.9,2
 X1,2,24899,Manual,5322,Petrol,145,51.4,1.5
 3 Series,7,10147,Manual,55150,Diesel,30,61.4,2
 X1,5,14999,Manual,32794,Diesel,20,68.9,2
 X1,5,16595,Manual,25913,Diesel,125,58.9,2
 5 Series,5,15395,Automatic,33953,Diesel,30,62.8,2
 2 Series,5,15299,Automatic,21594,Petrol,125,51.4,1.5
 4 Series,7,12199,Manual,68000,Diesel,125,58.9,2
 4 Series,5,15499,Manual,55802,Diesel,30,62.8,2
 X3,5,21999,Automatic,25291,Diesel,145,54.3,2
 1 Series,6,9890,Manual,30416,Diesel,0,78.5,1.5
 3 Series,5,18790,Automatic,31000,Diesel,200,49.6,3
 1 Series,7,8590,Manual,52447,Petrol,150,50.4,1.6
 2 Series,4,14295,Manual,31453,Diesel,20,68.9,1.5
 X2,3,19999,Automatic,27359,Diesel,145,52.3,2
 1 Series,3,19995,Automatic,14449,Diesel,145,48.7,2
 X1,5,18000,Automatic,32624,Diesel,125,57.6,2
 Z4,4,17979,Automatic,21779,Petrol,200,41.5,2
 3 Series,6,12237,Manual,56111,Diesel,30,64.2,2
 2 Series,5,13995,Manual,38412,Diesel,30,64.2,2
 2 Series,3,17999,Automatic,5301,Petrol,145,36.7,1.5
 2 Series,6,12405,Automatic,39132,Petrol,125,53.3,1.5
 1 Series,5,9977,Manual,47905,Diesel,0,78.5,1.5
 3 Series,6,11699,Manual,42831,Diesel,20,68.9,2
 3 Series,6,9773,Manual,71339,Diesel,30,67.3,2
 X7,2,59988,Automatic,7791,Diesel,145,33.6,3
 X4,5,23700,Automatic,30241,Diesel,200,47.9,3
 X3,5,23000,Automatic,41462,Diesel,200,47.1,3
 1 Series,6,16900,Automatic,39687,Petrol,235,37.7,3
 1 Series,4,14925,Automatic,23786,Diesel,20,67.3,2
 6 Series,6,16250,Automatic,72720,Diesel,160,49.6,3
 5 Series,7,14717,Automatic,60389,Diesel,145,55.4,2
 1 Series,4,12199,Manual,22361,Diesel,0,83.1,1.5
 5 Series,6,15999,Automatic,55673,Diesel,160,49.6,3
 M4,2,48989,Automatic,19,Petrol,145,32.5,3
 X4,2,43500,Automatic,2380,Petrol,145,26.9,3
 M4,2,46000,Automatic,2460,Petrol,145,34,3
 5 Series,3,29000,Automatic,6500,Hybrid,140,156.9,2
 3 Series,5,14599,Automatic,54518,Diesel,30,64.2,2
 X1,5,15999,Manual,44434,Diesel,125,58.9,2
 4 Series,5,15999,Manual,19684,Diesel,145,55.4,2
 1 Series,6,14249,Automatic,24214,Diesel,30,64.2,2
 4 Series,3,19999,Automatic,11631,Petrol,145,45.6,2
 1 Series,10,20999,Manual,14200,Petrol,145,36.2,3
 3 Series,6,13000,Automatic,45064,Diesel,20,74.3,2
 3 Series,4,18000,Automatic,29000,Diesel,145,62.8,2
 1 Series,4,19888,Automatic,17760,Diesel,145,61.4,2
 X3,10,14000,Automatic,69117,Diesel,165,50.4,2
 3 Series,6,14000,Automatic,66355,Diesel,125,60.1,2
 5 Series,5,14373,Automatic,34424,Diesel,30,62.8,2
 5 Series,5,14595,Automatic,37472,Diesel,20,68.9,2
 1 Series,5,12349,Automatic,79212,Diesel,20,68.9,1.5
 1 Series,6,10388,Manual,28640,Diesel,0,83.1,1.5
 2 Series,5,15167,Automatic,27381,Diesel,20,68.9,1.5
 5 Series,3,23200,Automatic,11868,Diesel,145,68.9,2
 3 Series,5,16899,Automatic,15659,Hybrid,0,148.7,2
 3 Series,5,10000,Manual,86800,Diesel,30,67.3,2
 5 Series,7,11295,Automatic,96850,Diesel,160,51.4,2
 3 Series,3,18799,Automatic,31150,Diesel,145,62.8,2
 2 Series,3,20000,Automatic,20915,Diesel,145,49.6,2
 1 Series,6,12999,Automatic,28571,Diesel,20,67.3,2
 1 Series,7,8890,Manual,38484,Petrol,145,50.4,1.6
 2 Series,4,15499,Automatic,17931,Diesel,30,67.3,2
 X3,2,56000,Automatic,3771,Petrol,145,24.8,3
 1 Series,2,31000,Automatic,2922,Petrol,145,34.5,2
 3 Series,4,17895,Automatic,17088,Diesel,145,62.8,2
 1 Series,3,22499,Automatic,9193,Petrol,145,32.5,3
 3 Series,7,10795,Automatic,101040,Diesel,165,52.3,3
 5 Series,6,11500,Automatic,79340,Diesel,30,62.8,2
 4 Series,5,13795,Automatic,80950,Diesel,30,65.7,2
 3 Series,6,11999,Manual,40461,Diesel,20,72.4,2
 5 Series,6,14195,Automatic,46140,Diesel,30,62.8,2
 3 Series,7,13000,Automatic,94450,Diesel,160,52.3,3
 1 Series,7,7295,Manual,72910,Diesel,20,68.9,2
 2 Series,5,11795,Automatic,67370,Petrol,125,50.4,2
 X3,7,14000,Automatic,60590,Diesel,160,50.4,2
 1 Series,6,10795,Manual,55820,Diesel,20,70.6,1.5
 4 Series,6,10195,Automatic,110720,Diesel,125,61.4,2
 3 Series,6,12500,Automatic,70620,Diesel,125,60.1,2
 4 Series,6,14800,Automatic,33627,Diesel,145,56.5,2
 2 Series,5,13200,Automatic,28918,Petrol,125,53.3,1.5
 3 Series,5,15799,Manual,27218,Petrol,235,38.7,2
 4 Series,4,21699,Automatic,13907,Diesel,145,55.4,3
 4 Series,5,17499,Automatic,35399,Diesel,145,55.4,3
 5 Series,5,15699,Automatic,34609,Diesel,30,62.8,2
 X1,8,10899,Automatic,42073,Diesel,160,52.3,2
 1 Series,9,7400,Automatic,43835,Petrol,145,48.7,1.6
 2 Series,3,13799,Manual,13369,Diesel,145,65.7,1.5
 1 Series,5,13600,Automatic,19277,Diesel,30,62.8,2
 3 Series,6,14500,Automatic,54305,Diesel,125,60.1,2
 2 Series,5,13500,Automatic,62140,Hybrid,0,141.2,1.5
 2 Series,5,13699,Manual,62379,Diesel,30,62.8,2
 2 Series,5,12000,Automatic,78459,Diesel,20,68.9,2
 2 Series,4,14299,Automatic,69241,Diesel,125,60.1,2
 5 Series,6,9500,Manual,91498,Diesel,125,61.4,2
 2 Series,4,15000,Automatic,49186,Petrol,145,50.4,1.5
 1 Series,3,12499,Manual,26146,Diesel,145,78.5,1.5
 4 Series,6,14725,Automatic,49256,Diesel,125,60.1,2
 X4,6,19500,Manual,39824,Diesel,160,52.3,2
 6 Series,8,16200,Automatic,36049,Diesel,160,49.6,3
 3 Series,6,12920,Automatic,48250,Diesel,30,64.2,2
 X3,5,19200,Automatic,46837,Diesel,200,47.9,3
 3 Series,5,15325,Automatic,20889,Hybrid,0,148.7,2
 3 Series,6,10225,Manual,91246,Diesel,125,61.4,2
 4 Series,6,21000,Automatic,17006,Petrol,235,38.2,3
 2 Series,6,10395,Manual,63980,Diesel,20,74.3,1.5
 4 Series,5,14000,Automatic,89200,Diesel,30,65.7,2
 X3,6,13295,Automatic,110860,Diesel,145,54.3,2
 1 Series,4,10500,Manual,81980,Diesel,30,65.7,2
 1 Series,6,15750,Automatic,44715,Petrol,235,37.7,3
 3 Series,7,14500,Automatic,10303,Diesel,30,62.8,2
 3 Series,4,18499,Automatic,10501,Hybrid,135,148.7,2
 1 Series,5,11726,Manual,34240,Diesel,20,68.9,2
 1 Series,8,7500,Manual,63861,Diesel,30,65.7,2
 1 Series,5,11000,Manual,56121,Petrol,125,52.3,1.5
 5 Series,8,9299,Automatic,88004,Diesel,125,57.6,2
 4 Series,6,13000,Automatic,106220,Diesel,160,51.4,3
 5 Series,7,12000,Automatic,73500,Diesel,30,62.8,2
 5 Series,6,10000,Automatic,131520,Diesel,125,60.1,2
 3 Series,10,6395,Automatic,79210,Diesel,145,53.3,2
 2 Series,5,11000,Manual,79060,Diesel,30,64.2,2
 4 Series,5,13295,Automatic,84140,Diesel,30,65.7,2
 1 Series,3,12299,Manual,38164,Diesel,145,78.5,1.5
 1 Series,8,7699,Manual,51988,Diesel,0,74.3,1.6
 3 Series,8,7999,Manual,76429,Diesel,20,68.9,2
 1 Series,8,10000,Automatic,60260,Diesel,30,64.2,2
 1 Series,7,11000,Automatic,71700,Diesel,125,60.1,2
 2 Series,6,9495,Automatic,91620,Diesel,30,61.4,2
 X1,7,9500,Manual,54630,Diesel,160,51.4,2
 1 Series,5,14499,Manual,17467,Diesel,30,62.8,2
 1 Series,5,10514,Manual,39512,Diesel,0,78.5,1.5
 1 Series,6,10348,Automatic,57570,Diesel,0,74.3,2
 X1,4,19085,Automatic,36983,Diesel,145,57.6,2
 3 Series,4,16746,Automatic,32230,Diesel,30,64.2,2
 3 Series,4,16500,Automatic,42205,Diesel,150,62.8,2
 1 Series,7,15000,Manual,44514,Petrol,305,35.3,3
 3 Series,4,19500,Automatic,35303,Hybrid,0,134.5,2
 X1,3,21800,Automatic,10947,Diesel,145,60.1,2
 1 Series,4,13500,Manual,16681,Diesel,150,68.9,0
 X1,3,21800,Automatic,12208,Diesel,150,60.1,2
 5 Series,6,12700,Automatic,50000,Diesel,20,68.9,2
 3 Series,4,17000,Automatic,45000,Other,140,134.5,2
 4 Series,6,16300,Automatic,57920,Diesel,165,51.4,3
 5 Series,5,17500,Automatic,36155,Diesel,160,51.4,3
 3 Series,5,16500,Automatic,23340,Diesel,30,64.2,2
 1 Series,5,11900,Manual,26093,Petrol,125,53.3,1.5
 1 Series,5,13300,Automatic,32404,Petrol,30,55.5,1.5
 1 Series,6,11200,Automatic,48282,Diesel,20,70.6,2
 4 Series,4,14000,Automatic,53639,Diesel,145,70.6,2
 2 Series,4,14300,Automatic,7861,Petrol,30,55.4,1.5
 1 Series,5,9400,Manual,58719,Diesel,20,72.4,1.5
 X5,4,29700,Automatic,31000,Diesel,150,47.1,3
 4 Series,5,16000,Automatic,39708,Diesel,30,65.7,2
 X5,6,23800,Automatic,54248,Diesel,200,47.1,3
 X5,3,32700,Automatic,17552,Diesel,145,45.6,3
 5 Series,4,22500,Automatic,25000,Diesel,150,62.8,2
 5 Series,3,22500,Automatic,34000,Diesel,150,62.8,2
 1 Series,7,12000,Manual,15520,Diesel,30,64.2,2
 1 Series,3,13100,Automatic,33372,Petrol,145,58.9,1.5
 i3,4,19300,Automatic,32867,Other,0,470.8,0.6
 1 Series,4,11400,Manual,37000,Petrol,125,53.3,1.5
 1 Series,6,13800,Automatic,29867,Diesel,30,65.7,2
 2 Series,3,14995,Automatic,13889,Petrol,145,55.4,1.5
 3 Series,5,12600,Automatic,52125,Diesel,20,70.6,2
 2 Series,5,11300,Automatic,34090,Diesel,20,72.4,1.5
 1 Series,5,9800,Manual,57178,Diesel,20,72.4,1.5
 X1,4,15200,Manual,24607,Diesel,125,60.1,2
 1 Series,8,10400,Automatic,35000,Diesel,30,64.2,2
 3 Series,4,14200,Manual,18059,Petrol,150,48.7,2
 1 Series,3,16200,Automatic,9856,Petrol,145,55.5,1.5
 3 Series,5,15600,Automatic,26267,Diesel,20,70.6,2
 4 Series,6,19200,Automatic,41670,Diesel,200,47.9,3
 1 Series,8,7500,Manual,67708,Diesel,0,74.3,1.6
 5 Series,8,10800,Automatic,73000,Diesel,125,57.6,2
 2 Series,5,12500,Manual,22500,Petrol,30,57.6,1.5
 1 Series,3,12800,Automatic,38527,Petrol,145,58.9,1.5
 1 Series,4,15200,Automatic,26660,Diesel,20,67.3,2
 1 Series,5,15200,Automatic,23377,Diesel,30,65.7,2
 5 Series,5,13500,Automatic,61425,Diesel,125,60.1,2
 4 Series,5,18100,Automatic,39891,Diesel,145,53.3,3
 1 Series,6,15500,Manual,45853,Petrol,300,35.3,3
 X3,4,21800,Automatic,35428,Diesel,145,54.3,2
 3 Series,4,14300,Automatic,36178,Diesel,150,70.6,2
 1 Series,6,12300,Automatic,32694,Diesel,20,72.4,1.5
 1 Series,4,11800,Manual,38356,Diesel,145,83.1,1.5
 1 Series,5,12300,Manual,16483,Petrol,125,53.3,1.5
 1 Series,5,12700,Manual,14634,Petrol,125,53.3,1.5
 1 Series,4,13700,Manual,14232,Petrol,125,53.3,1.5
 4 Series,5,17800,Automatic,24085,Diesel,30,65.7,2
 1 Series,7,11700,Automatic,29626,Petrol,125,50.4,1.6
 5 Series,4,22300,Automatic,12727,Diesel,150,65.7,2
 1 Series,3,14300,Manual,13778,Petrol,150,53.3,1.5
 3 Series,3,21300,Automatic,11258,Diesel,145,64.2,2
 3 Series,3,16100,Automatic,44155,Diesel,145,60.1,2
 X1,3,22600,Automatic,11070,Petrol,145,44.8,2
 1 Series,5,10700,Manual,27382,Diesel,0,83.1,1.5
 1 Series,8,9700,Manual,58689,Petrol,145,47.9,1.6
 5 Series,9,11300,Automatic,47185,Diesel,125,57.6,2
 1 Series,6,12450,Automatic,54789,Diesel,30,65.7,2
 3 Series,6,12700,Automatic,49122,Diesel,30,67.3,2
 3 Series,5,14500,Automatic,52000,Diesel,30,64.2,2
 3 Series,5,17400,Automatic,61852,Diesel,200,49.6,3
 4 Series,4,20500,Automatic,24231,Diesel,145,55.4,3
 2 Series,5,15000,Manual,14395,Petrol,145,47.1,1.5
 1 Series,6,16300,Manual,34271,Petrol,300,35.3,3
 3 Series,7,9500,Manual,58470,Diesel,30,62.8,2
 X4,5,24000,Automatic,25465,Diesel,200,47.9,3
 3 Series,5,16500,Automatic,36584,Diesel,30,62.8,2
 4 Series,4,19500,Automatic,32632,Diesel,125,58.9,2
 3 Series,2,16800,Manual,13648,Diesel,145,62.8,2
 3 Series,6,14000,Manual,33021,Diesel,125,60.1,2
 X5,5,29000,Automatic,20851,Diesel,200,47.1,3
 X3,5,21000,Automatic,31955,Diesel,150,54.3,2
 3 Series,4,14400,Manual,14358,Petrol,150,48.7,2
 4 Series,4,17000,Manual,21869,Petrol,150,46.3,2
 1 Series,9,6985,Manual,72300,Diesel,30,62.8,2
 3 Series,7,9995,Automatic,103000,Diesel,125,60.1,2
 2 Series,4,14200,Manual,7329,Petrol,125,52.3,1.5
 4 Series,3,18000,Automatic,27000,Petrol,150,48.7,2
 2 Series,5,12250,Manual,20905,Petrol,125,52.3,1.5
 1 Series,4,11850,Manual,29227,Petrol,125,53.3,1.5
 X3,4,19800,Automatic,38636,Diesel,145,54.3,2
 4 Series,3,21000,Automatic,15865,Petrol,145,48.7,2
 1 Series,7,16700,Automatic,32271,Petrol,235,37.7,3
 2 Series,5,15400,Manual,6593,Diesel,20,68.9,1.5
 1 Series,6,12100,Manual,15113,Diesel,20,72.4,1.5
 3 Series,5,14500,Automatic,30284,Diesel,30,65.7,2
 5 Series,4,22000,Automatic,38002,Diesel,145,60.1,2
 4 Series,4,18800,Automatic,19708,Diesel,145,65.7,2
 6 Series,4,23400,Automatic,23954,Petrol,260,36.7,3
 5 Series,5,18000,Automatic,32868,Diesel,125,60.1,2
 3 Series,3,18000,Manual,45344,Diesel,145,64.2,2
 3 Series,3,21000,Automatic,17932,Diesel,145,64.2,2
 1 Series,2,17600,Automatic,12839,Diesel,145,70.6,2
 1 Series,2,16000,Automatic,9119,Petrol,150,38.7,1.5
 4 Series,5,16000,Manual,33650,Petrol,160,44.8,2
 1 Series,20,13000,Manual,22633,Petrol,125,53.3,0
 1 Series,5,12000,Manual,30445,Petrol,125,53.3,1.5
 1 Series,4,12800,Manual,30521,Diesel,145,68.9,0
 4 Series,4,17000,Manual,36163,Diesel,145,62.8,2
 3 Series,3,18000,Automatic,23611,Diesel,150,64.2,0
 X3,10,9995,Automatic,76000,Diesel,165,50.4,2
 3 Series,5,14800,Automatic,65000,Diesel,125,57.6,2
 4 Series,5,13950,Manual,43480,Diesel,30,62.8,2
